postID,title,description,date,group
341,"Kinh tế VN cải thiện chưa đạt kỳ vọng, Chính phủ thúc đẩy hạ tầng, gỡ khó doanh nghiệp","Hoạt động kinh tế 2 tháng đầu năm 2025 chưa đạt mục tiêu GDP 8%, Thủ tướng yêu cầu hoàn thành đường dây 500kV Lào Cai-Vĩnh Yên trước 31/8, thúc đẩy gỡ ""chốt hãm"" cho kinh tế tư nhân, giảm thủ tục cho DN thực phẩm và điều hành giá xăng dầu về Bộ Công Thương.",2025-03-16T16:00:00+07:00,Kinh tế
342,"Thị trường đối mặt cung vượt cầu, AI đe dọa môi giới, chính sách mới được đề xuất","Nhiều thị trường ĐNÁ (gồm VN) đối mặt cung vượt cầu, Shark Tank dự báo AI thay thế môi giới, HoREA đề xuất chính sách đặc thù nhà ở xã hội, luật mới siết điều kiện chuyển nhượng dự án và tranh cãi về thuế TNCN chuyển nhượng.",2025-03-16T16:00:00+07:00,Bất động sản
343,"Chính sách Trump gây biến động toàn cầu, từ thuế quan đến quân sự","Chính sách thuế quan của Trump gây tranh cãi (""logic thuế quan""), ông phát động tấn công Houthi, thu hẹp vai trò tướng Kellogg, đóng kênh tài chính dầu khí Nga, khiến tâm lý người tiêu dùng Mỹ chạm đáy và doanh nghiệp mất 5.200 tỷ USD.",2025-03-16T16:00:00+07:00,Thế giới
344,Việt Nam đẩy mạnh đầu tư hạ tầng giao thông và công nghiệp,"Hệ thống điều hành cao tốc Bắc-Nam sẽ khai thác năm nay, đề xuất nâng cấp sân bay Chu Lai 11.000 tỷ đồng (PPP), khởi công cao tốc Quy Nhơn-Pleiku (39.000 tỷ) năm 2025, Vĩnh Phúc và Hải Dương đẩy mạnh hạ tầng KCN/CCN.",2025-03-16T16:00:00+07:00,Kinh tế
345,"Trung Quốc phát triển công nghệ, đối mặt thách thức kinh tế và thương mại","Phát triển pin hạt nhân 100 năm; Baidu tung mô hình AI mới miễn phí; Tín dụng tháng 2 chậm lại; Hàng ""Made in Russia"" gây sốt; BĐS tiếp tục suy thoái tháng 2; Công ty Ecarx đàm phán công nghệ với VW.",2025-03-17T16:00:00+07:00,Thế giới
346,"Elon Musk đối mặt rủi ro, được TT Trump ủng hộ","Elon Musk đối mặt rủi ro từ phụ thuộc Trung Quốc (Tesla), nhà đầu tư ẩn danh (SpaceX), dù fan vẫn mua cổ phiếu Tesla bất chấp vốn hóa bay 800 tỷ USD; TT Trump tuyên bố mua xe Tesla ủng hộ.",2025-03-17T16:00:00+07:00,Thế giới
347,Ngân hàng tự tin lên kế hoạch lợi nhuận tỷ USD năm 2025,"Trong bối cảnh tín dụng dự báo tăng trưởng tích cực (mục tiêu 16%+), các ngân hàng tự tin đặt mục tiêu lợi nhuận cao hơn cho năm 2025.",2025-03-17T16:00:00+07:00,Tài chính
348,"Hạ tầng thúc đẩy BĐS, đấu giá đất và KCN sôi động","Hạ tầng tỷ đô thúc đẩy BĐS Đà Nẵng, Vinh; Đấu giá đất ngoại thành Hà Nội/Thanh Oai giá cao gấp 7 lần; KCN Việt Nam hút vốn FDI; TP.HCM đấu giá đất dọc metro, chuyển đổi 3.790 căn hộ Thủ Thiêm sang nhà ở thương mại.",2025-03-17T16:00:00+07:00,Bất động sản
349,Kim loại biến động trái chiều,"Citigroup dự kiến giá đồng London đạt 10.000 USD/tấn trong 3 tháng; Giá quặng sắt giảm do Trung Quốc giảm nhập khẩu; Giá bạc tăng tuần thứ hai liên tiếp, ca cao giảm về mức thấp nhất 4 tháng.",2025-03-17T16:00:00+07:00,Hàng hóa
350,"Thị trường lao động biến đổi, ưu tiên hiệu quả và công nghệ","Tư duy 'biên chế suốt đời' không còn phổ biến, quản lý theo hiệu quả; TP.HCM huy động DN nhà nước tuyển dụng nhân sự dôi dư; DN ưu tiên tuyển vị trí chiến lược 2025 để thúc đẩy tăng trưởng.",2025-03-17T16:00:00+07:00,Kinh tế
351,"Đồng USD biến động, tỷ giá NDT tăng","Đồng USD dao động gần mức thấp nhất 5 tháng do chính sách thương mại Mỹ và dữ liệu kinh tế; Vietcombank niêm yết USD 25.330-25.690 VND/USD, NDT 3.469-3.581 VND/NDT (17/3).",2025-03-17T16:00:00+07:00,Tài chính
352,Kinh tế Hàn Quốc đối mặt nhiều thách thức,"Thất nghiệp giới trẻ tăng (1.2 triệu người 15-29 tuổi), nợ hộ gia đình cao thứ 2 thế giới (91.7% GDP), dự báo thiếu 820.000 lao động năm 2033, BoK loại trừ Bitcoin khỏi dự trữ ngoại hối.",2025-03-17T16:00:00+07:00,Thế giới
353,"Cuộc đua AI nóng lên, doanh nghiệp toàn cầu thích ứng","Baidu (Trung Quốc) tung mô hình AI mới miễn phí; Doanh nghiệp toàn cầu cần thích ứng với AI (Samsung kêu gọi hy sinh lợi ích trước mắt); Việt Nam có cơ hội thành trung tâm công nghệ, hút nhân tài AI/bán dẫn.",2025-03-17T16:00:00+07:00,Thế giới
354,"Việt Nam đặt mục tiêu tăng trưởng cao, thúc đẩy xuất khẩu và đầu tư","Mục tiêu xuất khẩu 454 tỷ USD năm 2025, GDP 8%+; Thúc đẩy kinh tế tư nhân (""thời điểm vàng""), thu hút FDI công nghệ (AI, bán dẫn); Xuất khẩu cá tra hưởng lợi thuế Mỹ; Hạ tầng được đầu tư (cao tốc, cảng biển 520 triệu USD); Giá xăng thấp so với thế giới gây lo ngại.",2025-03-17T16:00:00+07:00,Kinh tế
355,"Sàn TMĐT tăng phí mạnh, gây khó khăn cho người bán","TikTok Shop và Shopee tăng phí bán hàng lên 2-3 lần từ 1/4, Lazada đã tăng từ 1/2, ảnh hưởng đến người bán hàng online.",2025-03-17T16:00:00+07:00,Hàng hóa
356,FPT đối mặt nguy cơ rời top 3 vốn hóa lớn nhất HoSE,"Vốn hóa FPT đã giảm 33.000 tỷ đồng, có thể bị đánh bật khỏi top 3 doanh nghiệp tư nhân lớn nhất sàn HoSE nếu xu hướng giảm tiếp diễn, trong bối cảnh cổ phiếu công nghệ toàn cầu điều chỉnh.",2025-03-17T16:00:00+07:00,Thị trường
357,"Căng thẳng thương mại Mỹ leo thang, ảnh hưởng toàn cầu","Chính sách thuế quan của TT Trump gây phẫn nộ ở Canada, lo ngại ""Trumpcession"" ở châu Âu (thiệt hại 9.5 nghìn tỷ USD/năm), ảnh hưởng doanh nghiệp thép Luxembourg, buộc Fed cân bằng chính sách và đặt ra thách thức cho Việt Nam, Trung Quốc.",2025-03-17T16:00:00+07:00,Thế giới
358,"Việt Nam đẩy mạnh sắp xếp đơn vị hành chính, bỏ tư duy 'biên chế suốt đời'","Các địa phương sắp xếp đơn vị hành chính cấp xã/huyện (TP.HCM, Khánh Hòa), tên gọi mới cần tinh gọn, điều chỉnh lương tối thiểu, cân nhắc sáp nhập cấp tỉnh sau sửa đổi Hiến pháp, hướng tới quản lý theo hiệu quả công việc.",2025-03-17T16:00:00+07:00,Kinh tế
359,"Thị trường BĐS Việt Nam phục hồi, chính sách thuế và NOXH được chú trọng","Thị trường BĐS được JLL đánh giá cải thiện, đề xuất đánh thuế theo thời gian nắm giữ hạn chế đầu cơ, khởi công NOXH (Vĩnh Phúc 7.000 tỷ), thêm 3 dự án ở Bình Định vay gói 120.000 tỷ, kỳ vọng hạ nhiệt giá chung cư.",2025-03-17T16:00:00+07:00,Bất động sản
360,"Nông sản Việt Nam biến động giá, xuất khẩu một số mặt hàng tăng trưởng","Giá heo hơi cao nhưng người nuôi ngại tái đàn; Xuất khẩu củ ""đẻ vàng"" đạt 12.8 triệu USD 2 tháng đầu năm; Hồ tiêu (184.9 triệu USD 2 tháng), cà phê neo mức cao (cao nhất 133.000đ/kg); Giá gạo xuất khẩu dự báo sớm khởi sắc quý II.",2025-03-17T16:00:00+07:00,Hàng hóa
361,Giá dầu tăng do căng thẳng Biển Đỏ,Giá dầu Brent và châu Á tăng (Brent +0.6% sáng 17/3) do Mỹ tuyên bố tiếp tục tấn công Houthi cho đến khi họ dừng tấn công tàu thuyền.,2025-03-17T16:00:00+07:00,Hàng hóa
362,"Giá vàng neo cao gần kỷ lục, nhà đầu tư kỳ vọng tiếp tục tăng","Giá vàng trong nước ổn định quanh 96 triệu/lượng, thế giới gần 3.000 USD/ounce; Lo ngại lạm phát, NH trung ương mua vào và kỳ vọng NĐT (mục tiêu 3.100 USD/oz quý 2) thúc đẩy giá tăng; Vay vàng gây lỗ trăm triệu.",2025-03-17T16:00:00+07:00,Hàng hóa
363,"Chứng khoán kỳ vọng tăng trưởng, hướng tới nâng hạng và KRX","TTCK Việt Nam được kỳ vọng tăng nhờ kinh tế, BĐS, đầu tư công, nhóm ngân hàng dẫn dắt; Quỹ ETF lớn nhất (14.800 tỷ) cơ cấu, 4 mã ngân hàng (NAB, SHB, EIB, STB) được dự báo mua mạnh; Nỗ lực hoàn thành mục tiêu KRX và nâng hạng 2025.",2025-03-17T16:00:00+07:00,Thị trường
364,"Ngân hàng cảnh báo lừa đảo, thúc đẩy tín dụng và quản lý tài sản số","Nhiều ngân hàng (Vietcombank, VietinBank, BIDV, TPBank, SCB) cảnh báo lừa đảo tinh vi; Chính sách tiền tệ linh hoạt, kích cầu tín dụng hỗ trợ tăng trưởng (MB dự báo >20%); Cần sớm hoàn thiện pháp lý cho tài sản số; Lãi suất rẻ chưa đủ hút vay mua nhà.",2025-03-17T16:00:00+07:00,Tài chính
365,Mua nhà khó khăn cho người trẻ dù có gói vay ưu đãi,"Giá nhà cao (thu nhập 90 triệu/tháng mới mua nổi) khiến giấc mơ an cư của người trẻ xa vời, ngay cả khi ngân hàng tung gói vay lãi suất thấp nhưng khó tiếp cận do giá nhà ngược chiều lãi suất.",2025-03-18T16:00:00+07:00,Bất động sản
366,"Cổ phiếu SHB bứt tốc, được khối ngoại mua ròng mạnh","Cổ phiếu SHB tăng mạnh, vốn hóa tăng gần 6.100 tỷ đồng sau 3 phiên, được khối ngoại mua ròng mạnh 108 tỷ đồng trong phiên 18/3, ngược dòng thị trường chung.",2025-03-18T16:00:00+07:00,Thị trường
367,"VN-Index điều chỉnh giảm, khối ngoại bán ròng, nhà đầu tư thận trọng","VN-Index giảm nhẹ phiên 18/3 do áp lực bán, khối ngoại bán ròng gần 500 tỷ, CTCK khuyến nghị thận trọng ngắn hạn dù có dự báo dòng vốn ngoại trở lại Q3/Q4 và tiềm năng nâng hạng.",2025-03-18T16:00:00+07:00,Thị trường
368,"Đoàn 64 doanh nghiệp Mỹ thăm Việt Nam, lạc quan về đầu tư","Hơn 64 doanh nghiệp lớn Mỹ (Apple, Boeing, Intel...) thăm Việt Nam, khẳng định niềm tin vào tương lai kinh doanh, đề xuất ưu đãi thuế và được Bộ trưởng Tài chính cam kết đồng hành; Doanh nghiệp Việt ký hợp đồng hơn 90 tỷ USD với đối tác Hoa Kỳ.",2025-03-18T16:00:00+07:00,Kinh tế
369,"NHNN thúc đẩy tín dụng, dự báo tăng 17-18% năm 2025 dù doanh nghiệp còn 'khát vốn'","NHNN đẩy mạnh tín dụng qua các hội nghị khu vực (Khu vực 5 dư nợ 511.977 tỷ), dự báo tăng trưởng 17-18% năm 2025, dù doanh nghiệp vẫn khó hấp thụ vốn vay ưu đãi; 23 NH điều chỉnh lãi suất.",2025-03-18T16:00:00+07:00,Tài chính
370,TP.HCM ban hành Quyết định 26 giải quyết tranh chấp chung cư,"Quyết định 26/2025/QĐ-UBND của TP.HCM kỳ vọng giải quyết dứt điểm tranh chấp chung cư về chỗ để xe, quỹ bảo trì, Airbnb và sở hữu chung-riêng, hướng tới minh bạch và ổn định.",2025-03-18T16:00:00+07:00,Bất động sản
371,"Giá tiêu lập kỷ lục 8 năm, cà phê biến động, lúa gạo tăng nhẹ","Giá tiêu xuất khẩu bình quân 2 tháng đầu năm tăng 68,2% lên 6.746 USD/tấn; giá cà phê biến động (tăng/giảm theo phiên, hiện quanh 132.800 đồng/kg); giá lúa gạo trong nước tăng nhẹ; giá thép giảm.",2025-03-18T16:00:00+07:00,Hàng hóa
372,"Việt Nam có tiềm năng tăng trưởng nhanh, cần kích cầu nội địa, kiểm soát lạm phát","Việt Nam được đánh giá có nhiều yếu tố thuận lợi để phát triển kinh tế năng động (DHL dự báo top 30), nhưng cần kích thích tiêu dùng nội địa và kiểm soát lạm phát (mục tiêu 8%) để tăng trưởng bền vững.",2025-03-18T16:00:00+07:00,Kinh tế
373,"Trung Quốc kích cầu tiêu dùng, BYD và DeepSeek gây chú ý","Trung Quốc tung kế hoạch kích cầu tiêu dùng, PBOC cam kết giữ ổn định NDT; cổ phiếu BYD tăng vọt nhờ công nghệ sạc 5 phút, AI DeepSeek được phương Tây thử nghiệm vượt OpenAI.",2025-03-18T16:00:00+07:00,Thế giới
374,"Cảnh báo sốt đất ảo theo tin đồn sáp nhập tỉnh, giá vượt đỉnh cũ 30%","Thị trường BĐS nhiều tỉnh nóng lên do tin đồn sáp nhập, giá tăng 30%, chuyên gia cảnh báo đây có thể là phản ứng tâm lý ngắn hạn, tiềm ẩn rủi ro ""đu đỉnh"" và không phản ánh thay đổi kinh tế thực chất.",2025-03-18T16:00:00+07:00,Bất động sản
375,"Huế khởi công loạt dự án trọng điểm, Đồng Nai đẩy nhanh dự án giao thông/đầu tư công","TP Huế khởi công nhiều dự án dịp kỷ niệm giải phóng; Đồng Nai điều chỉnh kiểm kê đất đai, gỡ khó dự án giao thông Đồng Phú, đẩy nhanh giải ngân đầu tư công (mới đạt 5% sau 2 tháng).",2025-03-18T16:00:00+07:00,Kinh tế
376,"Tội phạm gia tăng ở Hàn Quốc do kinh tế khó khăn, thiếu lao động",Vật giá leo thang và suy thoái kinh tế khiến tội phạm 'túng quá hóa liều' như trộm cắp thực phẩm gia tăng ở Hàn Quốc; nước này cũng đối mặt thiếu hụt 820.000 lao động vào năm 2033.,2025-03-18T16:00:00+07:00,Thế giới
377,"Giá vàng lập đỉnh kỷ lục, vượt 98 triệu/lượng, chờ quyết định Fed","Giá vàng thế giới và trong nước liên tục lập kỷ lục, vượt 3.000 USD/ounce và 98 triệu đồng/lượng, ANZ dự báo lên 3.200 USD, thị trường chờ đợi cuộc họp Fed trong bối cảnh dòng tiền ETF và đầu cơ tăng, cửa hàng báo hết vàng sau 10 phút mở bán.",2025-03-18T16:00:00+07:00,Hàng hóa
378,"Cảnh báo lừa đảo tài chính gia tăng, thiệt hại 18.900 tỷ năm 2024","Nhiều hình thức lừa đảo mới xuất hiện (giả danh NH, điện thoại tự chuyển tiền hơn 3,5 tỷ, đầu tư tiền ảo), gây thiệt hại ước tính 18.900 tỷ đồng năm 2024; SCB cảnh báo giả danh nhân viên yêu cầu cài app lạ.",2025-03-18T16:00:00+07:00,Tài chính
379,"54 địa phương phê duyệt nhu cầu xóa nhà tạm, nhà dột nát năm 2025","Chính phủ đặt mục tiêu cơ bản hoàn thành xóa nhà tạm, nhà dột nát trên cả nước vào 31/10/2025, hiện 54 địa phương đã phê duyệt nhu cầu cần xóa.",2025-03-18T16:00:00+07:00,Kinh tế
380,"Xây dựng đội ngũ cán bộ phục vụ dân, chuyển Cục QLTT về địa phương",Tổng Bí thư nhấn mạnh xây dựng đội ngũ cán bộ chủ động phục vụ dân/doanh nghiệp qua sắp xếp bộ máy; Cục Quản lý thị trường được đề xuất chuyển giao về các địa phương quản lý.,2025-03-18T16:00:00+07:00,Kinh tế
381,"Hà Nội chi 18 tỷ phá dỡ 'Hàm cá mập', sắp xếp lại nhà đất","Hà Nội dự kiến chi 18 tỷ đồng phá dỡ tòa nhà 'Hàm cá mập' phục vụ mở rộng quảng trường và đang thực hiện sắp xếp lại, xử lý nhà, đất trên địa bàn theo Nghị định 03/2025/NĐ-CP.",2025-03-18T16:00:00+07:00,Bất động sản
382,Đề xuất chọn Nga/Nhật xây điện hạt nhân trong bối cảnh cạnh tranh khu vực,"Chuyên gia đề xuất ưu tiên chọn Nga, Nhật Bản xây nhà máy điện hạt nhân tại Việt Nam, trong khi Đông Nam Á đang chứng kiến sự bùng nổ cạnh tranh về năng lượng hạt nhân.",2025-03-18T16:00:00+07:00,Kinh tế
383,"Căng thẳng Mỹ-EU về thương mại, quốc phòng; OECD hạ dự báo tăng trưởng","Pháp kêu gọi EU giảm mua vũ khí Mỹ, châu Âu có thể cắt phúc lợi tăng ngân sách quân sự; Mỹ đảo ngược cam kết thuế ô tô Nhật, đối mặt cảnh báo lạm phát từ Úc và trả đũa từ Canada; OECD hạ dự báo tăng trưởng toàn cầu và Hàn Quốc năm 2025.",2025-03-18T16:00:00+07:00,Thế giới
384,"Nợ xấu ngân hàng có nguy cơ tăng, nhiều tồn tại trong hoạt động tín dụng","Chuyên gia cảnh báo nợ xấu tăng ở ngành rủi ro cao; thanh tra NHNN chỉ ra loạt tồn tại, ""lỗ hổng"" từ tín dụng đến phòng chống rửa tiền tại PVcomBank, BVBank, Vietinbank Gia Định.",2025-03-18T16:00:00+07:00,Tài chính
385,"Mặt hàng xuất khẩu top 1 thế giới của Việt Nam tăng giá kỷ lục, TQ tích cực thu mua","Một mặt hàng (không rõ tên) mà Việt Nam xuất khẩu đứng đầu thế giới hơn 20 năm qua đang tăng giá kỷ lục, Trung Quốc vẫn mạnh tay thu mua.",2025-03-19T16:00:00+07:00,Hàng hóa
386,HarmonyOS của Huawei vượt iOS tại Trung Quốc,Nền tảng HarmonyOS của Huawei đã vượt qua iOS của Apple về thị phần tại thị trường Trung Quốc; Huawei sắp ra mắt smartphone chạy HarmonyOS NEXT ổn định.,2025-03-19T16:00:00+07:00,Thế giới
387,"Mỹ-Nga điện đàm về Ukraine, châu Âu hoan nghênh, cân nhắc về Crimea","Tổng thống Mỹ và Nga điện đàm về chấm dứt xung đột Ukraine, được lãnh đạo châu Âu hoan nghênh, mở ra kỷ nguyên ngoại giao mới; có thông tin chính quyền Trump cân nhắc công nhận Crimea thuộc Nga như một phần thỏa thuận hòa bình.",2025-03-19T16:00:00+07:00,Thế giới
388,"Fed đối mặt tình thế khó xử về lãi suất, dự kiến giữ nguyên 4,25%-4,50%","Fed họp chính sách trong bối cảnh lo ngại thuế quan của Trump tác động kinh tế; các nhà phân tích kỳ vọng lãi suất sẽ được giữ nguyên ở mức 4,25%-4,50%.",2025-03-19T16:00:00+07:00,Thế giới
389,BĐS Trung Quốc yếu kéo giá quặng sắt và thép giảm,"Thị trường bất động sản và xây dựng Trung Quốc lao dốc khiến nhu cầu thép giảm (sản lượng thép thô TQ 2 tháng đầu năm giảm 1,5%), kéo giá quặng sắt và thép trên thị trường thế giới suy yếu.",2025-03-19T16:00:00+07:00,Hàng hóa
390,"VN-Index rung lắc, giảm nhẹ nhưng kỳ vọng đạt 1.500 điểm năm 2025 nhờ nâng hạng","VN-Index diễn biến rung lắc, giảm nhẹ, có thể về 1.300 điểm ngắn hạn nhưng giới phân tích kỳ vọng chỉ số có thể đạt 1.500 điểm năm 2025, với động lực từ mục tiêu nâng hạng và dòng vốn ngoại có thể trở lại nửa cuối năm.",2025-03-19T16:00:00+07:00,Thị trường
391,"Cổ phiếu FPT bị khối ngoại bán ròng mạnh, giá giảm về vùng đáy cũ","Khối ngoại bán ròng mạnh cổ phiếu FPT (333 tỷ đồng phiên 18/3, là phiên thứ 10 liên tiếp), khiến giá cổ phiếu công nghệ này giảm về vùng đáy tháng 11/2024; chuyên gia dự báo đà giảm có thể duy trì ngắn hạn.",2025-03-19T16:00:00+07:00,Thị trường
392,"Khối ngoại bán ròng kỷ lục 1.500 tỷ đồng phiên 19/3, VHM được mua ròng mạnh","Khối ngoại bán ròng hơn 1.500 tỷ đồng trên toàn thị trường phiên 19/3, mức kỷ lục từ đầu năm; ngược lại, cổ phiếu VHM được mua ròng 124 tỷ đồng, VCI được mua ròng 99 tỷ đồng.",2025-03-19T16:00:00+07:00,Thị trường
393,"Căng thẳng thương mại gia tăng, Mỹ điều tra điểm nghẽn hàng hải, sẵn sàng đàm phán WTO","Chính sách thuế quan Mỹ khó đoán định (hiệu lực 2/4 nếu không có tiến triển), Australia cảnh báo tác động; Mỹ điều tra điểm nghẽn hàng hải toàn cầu và sẵn sàng đàm phán với TQ, Canada về tranh chấp thuế quan tại WTO.",2025-03-19T16:00:00+07:00,Thế giới
394,"Giá vàng lập kỷ lục mới trên 99 triệu/lượng, dầu giảm, đồng cao nhất 10 tháng","Ngày 18/3, giá dầu giảm 1% do đàm phán hòa bình Ukraine, vàng lập kỷ lục mới (trên 99 triệu/lượng trong nước, vàng nhẫn chạm 100 triệu/lượng, thế giới tăng 1%) do căng thẳng Trung Đông và lo ngại thuế quan, đồng Mỹ lên đỉnh 10 tháng; ANZ dự báo vàng có thể lên 3.200 USD/ounce.",2025-03-19T16:00:00+07:00,Hàng hóa
395,Đề xuất thí điểm bỏ giấy đăng ký kết hôn khi mua bán phương tiện,Bộ Công an đề xuất Chính phủ cho phép thí điểm tại 3 địa phương đã số hóa hộ tịch việc cắt giảm giấy đăng ký kết hôn trong thủ tục mua bán phương tiện.,2025-03-19T16:00:00+07:00,Kinh tế
396,"Thúc đẩy tăng trưởng qua đầu tư công, tín dụng và gỡ vướng dự án","Chuyên gia nhấn mạnh cần khơi thông đầu tư công và tiêu dùng do cung tiền tăng nhưng vòng quay chậm; TP.HCM quyết tâm tháo gỡ dự án vướng mắc, kiểm điểm đơn vị giải ngân chậm; NHNN họp bàn đẩy mạnh tín dụng ngân hàng để thúc đẩy tăng trưởng kinh tế.",2025-03-19T16:00:00+07:00,Kinh tế
397,DHL dự báo Việt Nam sớm vào top 30 tăng trưởng thương mại nhanh nhất thế giới,DHL dự báo Việt Nam có thể lọt vào nhóm 30 nền kinh tế tăng trưởng thương mại nhanh nhất thế giới vào năm 2030.,2025-03-19T16:00:00+07:00,Kinh tế
398,"Doanh nghiệp mong giảm lãi suất, NHNN cân nhắc trong bối cảnh tín dụng và NIM chịu áp lực","Doanh nghiệp kiến nghị NHNN và các NHTM tiếp tục giảm lãi suất cho vay; tuy nhiên, tăng trưởng huy động thấp hơn tín dụng, nhiều NH giảm tiếp LS huy động khiến NIM dự báo khó tăng và dư địa tín dụng không còn nhiều; NHNN cho biết sẽ điều hành linh hoạt.",2025-03-19T16:00:00+07:00,Tài chính
399,Quy định mới về QCVN cho xe máy phải xong trong tháng 4/2025,"Phó Thủ tướng yêu cầu khẩn trương ban hành Quy chuẩn kỹ thuật quốc gia (QCVN) liên quan đến xe máy đang lưu hành trước tháng 4/2025, có thể ảnh hưởng hàng triệu người.",2025-03-19T16:00:00+07:00,Kinh tế
400,Phê duyệt nhiệm vụ điều chỉnh quy hoạch sử dụng đất quốc gia 2021-2030,"Chính phủ ban hành Nghị quyết 52/NQ-CP phê duyệt Nhiệm vụ lập Điều chỉnh quy hoạch sử dụng đất quốc gia thời kỳ 2021 - 2030, tầm nhìn 2050.",2025-03-19T16:00:00+07:00,Bất động sản
401,"Cổ phiếu BĐS phục hồi, doanh nghiệp lớn ồ ạt ra hàng","Thị trường BĐS dự báo phục hồi, các doanh nghiệp lớn như Vinhomes, Đất Xanh, Novaland, Nam Long... tung sản phẩm mới, đặt mục tiêu lãi lớn; 37/58 cổ phiếu địa ốc HoSE tăng giá từ đầu năm (trung bình 10%).",2025-03-19T16:00:00+07:00,Bất động sản
402,Vụ Tập đoàn Phúc Sơn kê biên tài sản lớn,"Cơ quan điều tra kê biên 1.440 bất động sản, phong tỏa 43 tài khoản, thu giữ 534 lượng vàng và hơn 60 tỷ đồng trong vụ án liên quan Tập đoàn Phúc Sơn.",2025-03-19T16:00:00+07:00,Bất động sản
403,"Sốt đất do sáp nhập tỉnh và Vành đai 4, nhà đầu tư đối mặt rủi ro","Thông tin sáp nhập tỉnh khiến nhà đầu tư ""săn đất"", đẩy giá lên 20% ở một số nơi, đất nền ven Vành đai 4 cũng ""nóng"", tuy nhiên VARS cảnh báo rủi ro chôn vốn, cắt lỗ như các đợt sốt đất trước.",2025-03-19T16:00:00+07:00,Bất động sản
404,"Giá thuê NOXH tăng, Hà Nội xử lý 'cò', doanh nghiệp đề xuất dự án, địa phương thúc đẩy tiến độ và hỗ trợ","Giá thuê nhà ở xã hội tăng, Hà Nội đề nghị công an xử lý 'cò' môi giới trái phép, Tập đoàn Kim Oanh đề xuất 3 dự án tại Đồng Nai, Hải Dương yêu cầu đẩy nhanh tiến độ, Quảng Ngãi hỗ trợ 70% chi phí hạ tầng, HoREA và Bộ Xây dựng đề xuất cơ chế thí điểm chỉ định chủ đầu tư và chính sách đặc thù, cảnh báo rủi ro mua qua môi giới.",2025-03-19T16:00:00+07:00,Bất động sản
405,"Giá dầu tăng nhẹ, xăng trong nước tăng hơn 400đ/lít; nông sản biến động","Giá dầu thế giới tăng nhẹ do dự trữ nhiên liệu Mỹ giảm và triển vọng nhu cầu; giá xăng trong nước tăng hơn 400 đồng/lít từ 15h ngày 20/3; giá lúa gạo xuất khẩu và trong nước tăng; giá cà phê thế giới giảm, hồ tiêu ổn định; giá dừa tươi tăng 3.000-4.000đ/trái; giá cá tra giống tăng lên 55.000-57.000đ/kg.",2025-03-20T16:00:00+07:00,Hàng hóa
406,Đẩy mạnh ứng dụng AI và công nghệ số trong nhiều lĩnh vực,TPHCM mở lớp đào tạo AI cho cán bộ; PSD hợp tác Vina Aspire dùng ChatGPT Team nâng cao hiệu suất; doanh nghiệp nhỏ tìm cách ứng dụng AI để sinh tồn; diễn đàn Việt-Trung thảo luận ứng dụng AI trong chăn nuôi lợn; TCBS ứng dụng blockchain; Deloitte nhận định AI mã nguồn mở là xu thế khu vực công.,2025-03-20T16:00:00+07:00,Kinh tế
407,Căng thẳng thương mại Mỹ - Trung - EU leo thang,"Mỹ xem xét áp thuế 200% lên rượu vang EU, phí cảng biển dự kiến ảnh hưởng XK than/nông sản; Trung Quốc có khả năng trả đũa mạnh (đậu nành, thịt bò, Apple, Tesla) và giữ nguyên lãi suất để ổn định tệ; EU đáp trả thuế thép Mỹ bằng cách giảm 15% nhập khẩu thép, lo ngại mất vốn đầu tư sang Mỹ; doanh nghiệp châu Á tìm cách đa dạng hóa khỏi Mỹ.",2025-03-20T16:00:00+07:00,Thế giới
408,Phát triển công nghiệp và logistics tại các địa phương,"Quảng Ninh phát triển 9 KCN (3.800ha, 16.000 LĐ), chỉ đạo tháo gỡ khó khăn KCN; Đồng Nai triển khai nhanh 3 KCN, khởi công Trung tâm Logistics chuỗi lạnh Lotte 34 triệu USD tại KCN Nhơn Trạch 6; Khánh Hòa khẩn trương chuẩn bị khởi công dự án KKT Vân Phong; BR-VT chấp thuận đầu tư cảng Long Sơn Mỹ Xuân 2.300 tỷ (41,65ha).",2025-03-20T16:00:00+07:00,Kinh tế
409,Cơ hội và tiềm năng cho thị trường chứng khoán và ngành quản lý quỹ,"UBCKNN nỗ lực ""dọn đường"" cho NĐT nước ngoài; BSC kỳ vọng VN được FTSE Russell nâng hạng năm 2025; dự báo VN-Index có thể đạt 1.400-1.450 điểm; ngành quản lý quỹ có cơ hội bứt phá nhờ thu nhập dân tăng và sự năng động của các công ty; cổ phiếu hạ tầng được đánh giá có nhiều động lực tăng trưởng.",2025-03-20T16:00:00+07:00,Thị trường
410,Thúc đẩy xuất khẩu và đảm bảo nguồn cung nông thủy sản,"Xuất khẩu thủy sản sang Hoa Kỳ đối mặt thách thức từ Luật Bảo vệ thú biển (MMPA), cần ưu tiên đáp ứng; Anh tài trợ 3,5 triệu bảng thúc đẩy nuôi trồng thủy sản bền vững ĐBSCL; WB hỗ trợ đề án 1 triệu ha lúa chất lượng cao; Bộ Công Thương cam kết đảm bảo nguồn cung, ổn định thị trường lúa gạo trong nước.",2025-03-20T16:00:00+07:00,Kinh tế
